precipitation,delta_surface_storage,delta_storage_canopy,delta_storage_snow,delta_storage_subsurface,evaptranssum,evaporation,surface_runoff,transpiration,deep_drainage,recharge
0,0,0.0134681358806429,0,-0.066309591359186,-0.0571015836313565,0.0436334477507136,0,0,0.00748439847945222,0.00920932064532403
0,0,0.0128256517007803,0,-0.071749662261027,-0.0634506874815693,0.0506250357807891,0,0,0.007246103857523,0.00830008349413754
0,0,0.0112174546323428,0,-0.0590142292076052,-0.0512118645870574,0.0399944099547146,0,0,0.0070761548292618,0.00780424305225942
0,0,0.0105242075178378,0,-0.0522734234773452,-0.0448065839392734,0.0342823764214356,0,0,0.00694403584875893,0.00746812145582014
0,0,0.0112975752745695,0,-0.0480277675114849,-0.0408106735886749,0.0295130983141055,0,0,0.00683557972879359,0.00722006448938037
0,0,0.0114668630117397,0,-0.0424134935260554,-0.035391549474631,0.0239246864628913,0,0,0.00674336642295703,0.00702422844379743
0,0,0.0117816733925752,0,-0.0379130887531574,-0.0310499613270597,0.0192682879344844,0,0,0.00666309900711607,0.00686495079111668
0,0,0.0130082386253035,0,-0.0339764929190096,-0.027247000252351,0.0142387616270475,0,0,0.00659207066055777,0.00673491196530112
0,0,0.00936098472930792,0,-0.0299009588616173,-0.0232834576831853,0.0139224729538774,0,0,0.00652845553907128,0.00662219348550388
0,0,0.0126850990105025,0,-0.0197286237685148,-0.0132080800004042,0.000522980989901709,0,0,0.00647095162395507,0.00652487211413756
0,0,0.00672912137404906,0,-0.0184465349839229,-0.0120107315115523,0.00528161013750328,0,0,0.00641858948578943,0.00643959057009949
0,0,-0.124365005149651,0,-0.0463599546073965,-0.0399988418058583,0.155093614241211,0,0.00927023271429823,0.00637061265163235,0.00636340603208272
0,0,2.19796739985496e-10,0,-0.0658146243649753,-0.0595202435761217,0.058246237488625,0,0.00127400586769998,0.00632644176158988,0.0062969796039303
0,0,-9.51583792010572e-11,0,-0.170939906351578,-0.164704839994539,0.0469957604360789,0,0.117709079653618,0.00628547037615357,0.00623677230480192
0,0,-1.42130959730048e-11,0,-0.168394758351042,-0.162213556127699,0.0478490319451522,0,0.11436452419676,0.00624734684977376,0.006182784949676
0,0,-1.68630694162186e-11,0,-0.160185102507057,-0.154054225774033,0.0481164740460122,0,0.105937751744884,0.00621177403896304,0.00613383955290655
0,0,-1.47289568754725e-11,0,-0.146617745188905,-0.140530574331568,0.0462406776197919,0,0.0942898967265054,0.0061784989386755,0.00608926948161585
