precipitation,delta_surface_storage,delta_storage_canopy,delta_storage_snow,delta_storage_subsurface,evaptranssum,evaporation,surface_runoff,transpiration,deep_drainage,recharge
0,0,0.0134681358806429,0,-0.0633078067598944,-0.0171500949333677,0.00368195905272478,0,0,0.0075991425069104,0.0461607424846234
0,0,0.012905781040903,0,-0.0758991966204121,-0.0368478505644655,0.0239420695235625,0,0,0.00748743578514487,0.0390570008670015
0,0,0.0112078721575891,0,-0.0646931679684712,-0.0292648707729431,0.018056998615354,0,0,0.00739742395827323,0.0354314081460647
0,0,0.0104834837334859,0,-0.0583996926425243,-0.0253762718641991,0.0148927881307133,0,0,0.00732213555372846,0.0330292228146767
0,0,0.0112537672330549,0,-0.0541286878142273,-0.0228919915905858,0.0116382243575308,0,0,0.00725738598348944,0.031240911369235
0,0,0.0114631700272572,0,-0.0497816785150462,-0.0199596400551519,0.00849647002789478,0,0,0.00720051948427305,0.0298309579299435
0,0,0.0118234376836923,0,-0.0461868254151341,-0.0175266539918406,0.0057032163081483,0,0,0.00714977077506474,0.0286672954974878
0,0,0.0130922264767385,0,-0.0429979240352623,-0.0153202026273506,0.00222797615061212,0,0,0.00710391869291391,0.0276835890655418
0,0,0.00981492120222782,0,-0.0398905424240183,-0.013059913688575,0.00324499248634717,0,0,0.00706208818881964,0.0268356443630141
0,0,0.0126863025998384,0,-0.0338505989711848,-0.00776397997290273,-0.00492232262693564,0,0,0.00702363222607071,0.0261009037745937
0,0,0.00682403582433913,0,-0.0324079360580072,-0.00697696103944009,0.000152925215100986,0,0,0.00698805874924777,0.0254435464426677
0,0,-0.125023133859769,0,-0.0579137786544379,-0.0330692941861704,0.149180082882006,0,0.008912345163934,0.00695497950853964,0.0248514084764225
0,0,2.19689247662963e-10,0,-0.0743668669729232,-0.0500543532796696,0.0484057370114458,0,0.00164861604853458,0.00692409362251279,0.0243211583859914
0,0,-9.43009084867144e-11,0,-0.1801637705139,-0.156337294365736,0.037747695345175,0,0.118589599114862,0.00689509198887402,0.0238474286962999
0,0,-1.39411168600046e-11,0,-0.175911902248572,-0.152524580848878,0.036651421694073,0,0.115873159168746,0.00686778078086978,0.0234058552422025
0,0,-1.67230778748362e-11,0,-0.165757584873063,-0.1427751994565,0.0348891595300579,0,0.107886039943165,0.00684199899436108,0.0229983409499989
0,0,-1.45263158746063e-11,0,-0.150698100794216,-0.128090238128029,0.0318485760419917,0,0.0962416621005638,0.00681761087174784,0.0226216486268743
0,0,-2.23941642078244e-11,0,-0.112364496528699,-0.0901047208411316,0.0241047396494994,0,0.0659999812140264,0.00679450872700365,0.022271501825119
0,0,-1.96659350569586e-11,0,-0.0783079299203564,-0.0563721648159642,0.0169251832314559,0,0.0394469816041741,0.00677259631974245,0.0219457389629772
0,0,0.00436301775294446,0,-0.0258365857953322,-0.00420400190917521,-0.000159015843769245,0,0,0.00675179487831493,0.0216460966431384
0,0,0.00535877543104232,0,-0.0268221511714728,-0.00547287552196852,0.000114100090926203,0,0,0.00673201550608523,0.0213637385826485
0,0,-0.00390185910806396,0,-0.0303530949950073,-0.00926905311809789,0.0131122813789859,0,5.86308471759883e-05,0.00671317957683201,0.0210957090987313
0,0,-0.00581970253795375,0,-0.0343860008847514,-0.0135523912616662,0.0191996873015487,0,0.000172406498071242,0.00669521735341297,0.0208418204773263
0,0,-2.31565615676555e-07,0,-0.0343218278917448,-0.0137255473584616,0.0136811421416565,0,4.46367824207935e-05,0.00667806656347683,0.0206034957733782
0,0,-1.49631561644657e-12,0,-0.0337117254071018,-0.013339924299059,0.013136223458526,0,0.000203700842029358,0.00666167120156507,0.0203786019088355
0,0,-2.48163037183838e-12,0,-0.0326036326455323,-0.0124445746133723,0.0122951502259351,0,0.000149424389918845,0.00664598081873785,0.0201656190238269
0,0,-2.93116284781939e-12,0,-0.0304687907305379,-0.010511854514649,0.0104221797994505,0,8.96747181297453e-05,0.00663094966740398,0.019963722922304
0,0,-2.00966104428378e-12,0,-0.0288445232245067,-0.00907983958490055,0.00904011877677212,0,3.97208101380918e-05,0.00661653612228989,0.019771713242851
0,0,4.24236199738675e-13,0,-0.0288277761055724,-0.00924610915871479,0.00919356179243567,0,5.2547365854893e-05,0.00660270214339928,0.0195882090306906
0,0,0.00610369251811816,0,-0.0251347517573777,-0.00572843406351101,-0.000375258454607143,0,0,0.00658941287635992,0.0194145360378337
0,0,0.00647972786215865,0,-0.0246996143487195,-0.00546013700464756,-0.00101959085751109,0,0,0.00657663631723345,0.0192475627142749
0,0,-0.00699287876224423,0,-0.0286224601595677,-0.00954219902305209,0.0164619015198406,0,7.31762654557178e-05,0.00656434296561276,0.0190858429659738
0,0,-0.00262040500396448,0,-0.0264746386537809,-0.00754804453005477,0.0101088781936064,0,5.95713404128235e-05,0.00655250555268672,0.0189324717026459
0,0,0.00222465091664319,0,-0.0239539286467334,-0.00517475471121238,0.00295010379456918,0,0,0.00654109893769107,0.0187862064429306
0,0,-0.00519478753270788,0,-0.0271442434827804,-0.00850566555821929,0.0134288559828276,0,0.000271597108099572,0.00653009966038315,0.0186438289962433
0,0,1.22015536805614e-10,0,-0.0569229199450092,-0.0384202763965808,0.0233081849176155,0,0.0151120913569498,0.00651947689994639,0.0185090430702467
0,0,-1.52189006322024e-11,0,-0.134099436242195,-0.115727467992423,0.0250710448566585,0,0.090656423150983,0.00650917765500328,0.0183768521755007
0,0,-1.07756296931074e-11,0,-0.115702608294669,-0.0974570896037366,0.0252743879513304,0,0.0721827016631818,0.00649919839933543,0.0182501249754918
