precipitation,delta_surface_storage,delta_storage_canopy,delta_storage_snow,delta_storage_subsurface,evaptranssum,evaporation,surface_runoff,transpiration,deep_drainage,recharge
0,0,0.0134681358806429,0,-0.0624344959978771,-0.0162769592654565,0.00280882338481358,0,0,0.0075991425069104,0.0461608898939112
0,0,0.0129078267776563,0,-0.0752776065046419,-0.0362265015401739,0.0233186747625175,0,0,0.00748743578514489,0.0390571274108965
0,0,0.0112079451280686,0,-0.0641905650372792,-0.0287619716308972,0.0175540265028286,0,0,0.00739742395827324,0.0354315072162165
0,0,0.0104828440784554,0,-0.0579631635355327,-0.0249400186226011,0.0144571745441457,0,0,0.00732213555372819,0.0330294589872624
0,0,0.0112530529872362,0,-0.0537338289564104,-0.0224969977959229,0.0112439448086866,0,0,0.00725738598348937,0.0312412810888822
0,0,0.0114631438272924,0,-0.0494470876110427,-0.0196252344021467,0.0081620905748543,0,0,0.0072005194842688,0.0298318764074767
0,0,0.0118241523639832,0,-0.0458986888284016,-0.0172385807465619,0.00541442838257867,0,0,0.00714977077505784,0.0286682071356875
0,0,0.0130935645497346,0,-0.0427482174127363,-0.015070515851101,0.00197695130136639,0,0,0.00710391869290582,0.0276844068120272
0,0,0.00982076199385741,0,-0.0396848343721103,-0.0128541937846008,0.00303343179074341,0,0,0.00706208818881301,0.0268363282126391
0,0,0.012686358491539,0,-0.0337426626483648,-0.00765606359497549,-0.00503029489656353,0,0,0.00702363222517643,0.0261017167149613
0,0,0.00682537608665404,0,-0.0323091512746032,-0.00687820488864261,5.28288019886316e-05,0,0,0.00698805874804552,0.025444166750118
0,0,-0.12503316216512,0,-0.0577963441669453,-0.032952469598062,0.149077919805619,0,0.00890771195756313,0.00695497950197546,0.024853729068748
0,0,2.19346478177097e-10,0,-0.0747287465469526,-0.0504159083532262,0.0482486418252528,0,0.00216726630862694,0.00692409246340477,0.024321920116713
0,0,-9.39352411477397e-11,0,-0.180042142949333,-0.156211974241586,0.0375908860337675,0,0.118621088301754,0.00689509000658633,0.0238389052217862
0,0,-1.39340993540509e-11,0,-0.175766470701092,-0.152383001766382,0.0364625760362647,0,0.115920425744051,0.0068677782168213,0.0234099026253849
0,0,-1.67198999304229e-11,0,-0.165589337703295,-0.142608867691356,0.034665478272739,0,0.107943389435337,0.00684199602431218,0.0230049692844467
0,0,-1.4520882809387e-11,0,-0.150499773263164,-0.127893248282044,0.031596106498983,0,0.0962971417975815,0.00681760764328619,0.0226289540908113
0,0,-2.24000455191833e-11,0,-0.112104841195105,-0.0898452646128732,0.0238012069027449,0,0.0660440577325284,0.00679450515129635,0.0222793017960133
0,0,-1.96718274068509e-11,0,-0.0780290010566205,-0.0560927370885794,0.0166157850562458,0,0.0394769520520054,0.00677259227465125,0.0219535576704794
0,0,0.00436569586537483,0,-0.0257075091699335,-0.0040736364383495,-0.000292059427025326,0,0,0.00675179079869171,0.0216493389066255
0,0,0.00536024957163156,0,-0.0266949485053374,-0.00534492192144916,-1.53276501824005e-05,0,0,0.00673201134792192,0.0213657389860068
0,0,-0.00399746085309435,0,-0.0302319459033242,-0.00914801098683584,0.0130854251848963,0,6.004665503387e-05,0.00671317533127688,0.0210980433610675
0,0,-0.0057283201438964,0,-0.0341380725185445,-0.0133048585615203,0.0188593741944742,0,0.00017380451094256,0.00669521299500774,0.0208453723457818
0,0,-1.64467679422767e-07,0,-0.0340768926926103,-0.0134809024229696,0.0134335945179028,0,4.74723727462498e-05,0.00667806211568328,0.0206076754619749
0,0,-1.50415595019852e-12,0,-0.0334851650686687,-0.0131134710414558,0.0129096552432665,0,0.000203815799693507,0.00666166669199888,0.0203828177046906
0,0,-2.48245744006988e-12,0,-0.032395818945588,-0.0122367648394385,0.0120873227537772,0,0.000149442088143746,0.00664597627429032,0.0201696318951939
0,0,-2.93225954303241e-12,0,-0.0303019762486656,-0.0103449576427025,0.0102552877976852,0,8.96698479495999e-05,0.0066309451199415,0.0199673152051302
0,0,-2.0130456449266e-12,0,-0.0287026096657428,-0.00893775400912208,0.00889814692581624,0,3.96070853188858e-05,0.00661653159308721,0.0197747224150883
0,0,4.22959398897005e-13,0,-0.0286820043152147,-0.00910023479708266,0.00904781199461027,0,5.24228020494269e-05,0.00660269763626428,0.0195909572335477
0,0,0.00610376167793088,0,-0.0250596200357904,-0.00565290961801769,-0.000450852059913187,0,0,0.00658940841338263,0.0194162891405555
0,0,0.0064798303064186,0,-0.0246270537872988,-0.00538728665366834,-0.00109254365275025,0,0,0.00657663189947665,0.0192487479010224
0,0,-0.00698844336061691,0,-0.0284771872497913,-0.00939717127509725,0.0163124764290453,0,7.31382066689107e-05,0.00656433855331277,0.0190878529160297
0,0,-0.00261382498689966,0,-0.0263644346564433,-0.00743786273136431,0.00999227889400251,0,5.94088242614608e-05,0.00655250118833888,0.0189344752791351
0,0,0.00222533999337669,0,-0.0238841627069633,-0.00510468057184263,0.00287934057846594,0,0,0.00654109462940639,0.0187874123797261
0,0,-0.00520666363220135,0,-0.0270274261547456,-0.00838898323228865,0.0133244521688548,0,0.000271194695635169,0.00653009538519035,0.0186454432280069
0,0,1.22499177638798e-10,0,-0.0560854920718157,-0.0375830071271427,0.0232380745959612,0,0.0143449324086824,0.00651947399546784,0.0185093039980896
0,0,-1.56837881785707e-11,0,-0.134167634656023,-0.115796258483449,0.0251180366769727,0,0.0906782218221601,0.0065091758237119,0.0183785216752424
0,0,-1.07702389967841e-11,0,-0.115653430007569,-0.0974078710601286,0.0252018242441207,0,0.0722060468267782,0.00649919746137482,0.0182523531474123
0,0,-8.27983593811595e-12,0,-0.113531849972787,-0.095407633520702,0.0268141668959442,0,0.0685934666330376,0.00648952671326723,0.0181305617094266
0.039996,0,-8.77653132282275e-11,0,-0.0660703592898244,-0.048063579490197,0.0317523671389061,0,0.0563072124390562,0.00648015568682607,0.0180132500291855
0.125604,0,1.01768641783628e-06,0,0.0372236253979281,0.0551182811911095,0.0383381441405038,0,0.0321465569819688,0.0064710818274625,0.017898436659222
0.238392,0,-1.01768641783659e-06,0,0.145480576687078,0.163265376661316,0.0579369174040904,0,0.0171907236210112,0.00646229716361129,0.0177888207101728
0.496008,0,0.00164683016909625,0,0.381356003320434,0.399031964940369,0.092546779723836,0,0.00278242516669907,0.0064537935067576,0.0176809983799653
0.396792,0,0.0142223462764134,0,0.28915285754556,0.306729155655759,0.0755598622586998,0,0.000280635809127502,0.006445557169434,0.0175780758733452
0.251208,0,0.00619969262592628,0,0.16775408944568,0.185201868775618,0.059748070575607,0,5.83680228487894e-05,0.00643757450805608,0.0174806982867599
0.074412,0,-0.00787192581777762,0,0.0185282074685347,0.0359088885142398,0.0463051688796934,0,6.9868423844442e-05,0.00642983284455625,0.017383026712896
0,0,-0.00894428773224845,0,-0.0418401485526374,-0.0245528096260148,0.0334167778740455,0,8.03194842177248e-05,0.00642232049527826,0.0172890390037898
0.001584,0,-0.00525094698832034,0,-0.041056550337089,-0.023861239753079,0.0305642550378471,0,0.000131931703552318,0.00641502657531675,0.0172002982240152
0.000792,0,-1.6884602591865e-06,0,-0.0422485280314504,-0.0251407548337263,0.0257353761006271,0,0.000199067193358443,0.00640794092272947,0.0171123446386526
0.001584,0,-2.00728302945793e-08,0,-0.0421776545545072,-0.0251553689928656,0.0265209309931617,0,0.000218458072534205,0.00640105405013671,0.0170266174492812
0.003204,0,-4.27109946736715e-22,0,-0.0365497723678345,-0.0196107663707887,0.022585040916188,0,0.00022972545460068,0.00639435705694283,0.0169431936666299
0,0,1.18268231728277e-11,0,-0.0359091599152634,-0.0190512456202869,0.0190217098719269,0,2.95357365330906e-05,0.00638784167428481,0.0168619647403092
0.090396,0,0.00100160662259092,0,0.0473868170129208,0.0641658820332271,0.0251152290454655,0,0.000113282298716537,0.00638149995652049,0.0167828792836346
0.625608,0.00187422392155364,0.0599994405333185,0,0.516808718988159,0.535512704336628,0.0300757592944451,0.000126730028065423,2.00958356088314e-05,0.00637532450240496,0.0167030982932182
1.039212,0.00568291856274864,0.0750836792323829,0,0.90271294586455,0.929890322293661,0.0342379984739561,0.00486701484191795,1.59846185453648e-22,0.0063693082752971,0.0166275520159812
0.262404,-0.00477279974682706,0.00937636358367835,0,0.218010154095282,0.230177360821817,0.0228502755945048,0.000385619030559503,4.79057827660308e-23,0.00636344460741917,0.016554261461067
0.028008,-0.00260321156749619,-0.00505595643147697,0,-0.00644230215220887,0.00743719800275782,0.0256266335735441,0,1.24855175064217e-07,0.00635772718314673,0.0164828454207788
0,-0.000181131169979026,-0.0129453225022572,0,-0.0335710305621433,-0.0173389898695702,0.030282991903771,0,1.32046805639229e-06,0.00635215001367774,0.0164131768795228
0,0,-0.0218621615310716,0,-0.0352407232071528,-0.0188953472293584,0.0407522955446033,0,5.21321582671656e-06,0.0063467074139582,0.0163451516023122
0,0,-0.105597649518992,0,-0.0639203596219886,-0.0476417393732191,0.148305617923313,0,0.00493377096889771,0.00634139167717453,0.0162789574731467
0,0,1.0658898757484e-10,0,-0.0837642930300717,-0.067550709867546,0.0671103515316903,0,0.000440358229266709,0.00633619990722155,0.0162144710788421
0,0,-4.86132314896929e-11,0,-0.109030201291716,-0.0928801515863203,0.0534141544715257,0,0.0394659971634079,0.00633110913668446,0.0161513677832454
0,0,-9.01399013248088e-12,0,-0.0985325282140366,-0.0824445760738181,0.0471735838831349,0,0.0352709921996972,0.00632611940604694,0.016089576587557
0.333612,0,-4.89617648508542e-11,0,0.225789515054657,0.241816713570811,0.079792724749449,0,0.0120025617287018,0.00632123898812234,0.0160282821737129
2.421612,0.0127898869626785,0.086542070865683,0,2.18608189667884,2.2256808137763,0.109389115358015,0.0108408477024222,2.02408854050227e-20,0.00631646905926414,0.0159681830697172
3.613608,0.0365891179452465,0.0171300460000896,0,3.4198972492909,3.50095890215037,0.0955190518495432,0.0285626584165142,1.55077561954376e-20,0.00631180468697207,0.0159098336128989
4.276008,0.0442710330692631,0.0151558753021613,0,3.99340398278491,4.18652619763824,0.0743259270595987,0.132998389556485,7.07023858364881e-21,0.00630724327183408,0.0158527596641716
1.021212,-0.0779297122290574,0.0184251118225811,0,1.01003681596512,0.953231971863421,0.0495549163139974,0.00532809611280716,7.52860889340671e-22,0.00630280623103024,0.015796854709757
0.219996,-0.0133392451506769,0.00270878709967318,0,0.170674036357468,0.173261116472904,0.0440260964274227,0.000183793195263361,9.3959777982489e-23,0.00629857188280275,0.0157420635479907
0.221616,-0.000160161453032918,-2.19182391011652e-05,0,0.163157184989359,0.178764101237338,0.042873817001763,7.88889967496975e-05,7.71224885215059e-23,0.00629469969685543,0.0156883426807311
0.242388,0.000231046327678736,0.000123495827469178,0,0.183547659537908,0.199579731755041,0.0426847724174901,0.000165797529696894,9.32799558423192e-23,0.00629143877583625,0.015635652857689
1.292796,0.0109132109893388,-3.48946681928697e-05,0,1.21853831450153,1.25173736829499,0.0410935263731994,0.00670214719992666,7.80323356020205e-23,0.00628980725590113,0.0155839578021034
0.471204,-0.00856971946458684,-0.000134265656672544,0,0.421427855795628,0.430171303364676,0.0411669622919969,0.00177994158165774,7.95256513642533e-23,0.00629236873715127,0.0155332230861477
0.164016,-0.00300626559214639,0.000876927551904966,0,0.110923358779928,0.123399880253708,0.039739192194387,0,7.44686430649269e-23,0.00630298195980687,0.0154834160691626
