precipitation,delta_surface_storage,delta_storage_canopy,delta_storage_snow,delta_storage_subsurface,evaptranssum,evaporation,surface_runoff,transpiration,deep_drainage,recharge
0,0,0.0134681358806429,0,-0.0612265800614296,-0.0520186762309895,0.0385505403503466,0,0,0.00748439847955721,0.00920930395802915
0,0,0.0128431538557447,0,-0.0682982593543784,-0.0599992202802924,0.0471560664245477,0,0,0.00724610385751732,0.00830006126663346
0,0,0.011223817709714,0,-0.0562412903946097,-0.0484388468348758,0.0372150291251618,0,0,0.00707615482946107,0.00780401505600171
0,0,0.0105251698495129,0,-0.0498706441544527,-0.0424041866687307,0.0318790168192178,0,0,0.00694403584916715,0.00746949534779061
0,0,0.0112967185900146,0,-0.0458541502489425,-0.0386366518123042,0.0273399332222896,0,0,0.00683557972665465,0.00721958899560551
0,0,0.0114666538467675,0,-0.0405742779798857,-0.0335522202724584,0.0220855664256909,0,0,0.00674336641949031,0.00702361200287089
0,0,0.0117831037266258,0,-0.0363233792077153,-0.0294629496383483,0.0176798459117225,0,0,0.00666309983783559,0.00686660984067906
0,0,0.0130114928286091,0,-0.0325966874333972,-0.0258679090524456,0.0128564162238365,0,0,0.00659207208096396,0.00673390544930869
0,0,0.0093808137668724,0,-0.0287453279029251,-0.0221287712927311,0.0127479575258587,0,0,0.00652845725585727,0.00662086059828285
0,0,0.01268497713597,0,-0.019122197231809,-0.0126020844950432,-8.28926409267883e-05,0,0,0.00647095320549301,0.00652364955346506
0,0,0.00673321147859489,0,-0.0178925164073007,-0.0114571990513799,0.00472398757278497,0,0,0.00641859108573078,0.00643843950368447
0,0,-0.124417248669069,0,-0.045620877816873,-0.0392627348205068,0.154436495333073,0,0.00924348815650282,0.00637061484781936,0.00636318424483839
0,0,2.19890821358909e-10,0,-0.0645670136700573,-0.058275850042746,0.0570960211072343,0,0.0011798287156209,0.00632644415337291,0.00629670655313888
0,0,-9.5209850878652e-11,0,-0.169990700721428,-0.163755649534405,0.0459286589359852,0,0.11782699069363,0.00628547230005692,0.00623609080062228
0,0,-1.41983607784062e-11,0,-0.167435108571226,-0.161253729186308,0.0467259015570785,0,0.114527827643428,0.00624734821246005,0.00618209397289232
