"","runname","soil","precip.depth","runoff.depth","ET.depth","drainage.depth","runoff.precip","ET.precip","drainage.precip","amended.pixels","type","type.short","size","downspout.key","frontwalk.key","driveway.key","sidewalk.key","amended.area.m2","runoff.diff","ET.diff","drainage.diff","runoff.diff.precip","drainage.diff.precip","ET.diff.precip","runoff.diff.rel","ET.diff.rel","drainage.diff.rel"
"76","amend_pixels_rand_50","Loam Soil",744.2532,66.4965105683445,384.694164238343,370.146862735602,8.93466236602604,51.6886140682154,49.7339968085595,1240,"Random","r","n",0,0,0,0,310,-39.0314266625277,12.0756441126671,46.3139998222856,-0.052443747185135,0.0622288218878811,0.0162251826564764,57.538378901242,48.3504473316632,62.0411257366806
"77","amend_pixels_rand_50","Clay Loam Soil",744.2532,190.741120204758,393.904272662349,220.929787048305,25.628525373456,52.9261107190871,29.6847614559541,1240,"Random","r","n",0,0,0,0,310,-60.8342964080243,6.18048858387425,83.6604260960453,-0.0817387099014479,0.11240855409966,0.00830428217691808,53.0126893903999,58.403971141279,42.0846750866458
"78","amend_pixels_rand_50","Measured Soil",744.2532,7.62341563247228,369.70731615544,386.437902664173,1.0243040449772,49.6749380661635,51.9229077771077,1240,"Random","r","n",0,0,0,0,310,-7.16472828610668,16.2612898325664,-5.3181053993074,-0.00962673494196152,-0.00714555933290901,0.0218491366010471,66.4707382033318,50.1016374577798,-110.315303650121
"79","amend_pixels_TWI_0","Measured Soil",744.2532,14.788143918579,353.446026322873,391.75600806348,1.98697753917336,47.4900244060588,52.6374637103986,0,"TWI","t","n",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80","amend_pixels_TWI_0","Loam Soil",744.2532,105.527937230872,372.618520125676,323.832862913316,14.1790370845395,50.0660958025677,43.5111146197713,0,"TWI","t","n",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81","amend_pixels_TWI_0","Clay Loam Soil",744.2532,251.575416612783,387.723784078474,137.26936095226,33.8023963636008,52.0956825013953,18.4439060459881,0,"TWI","t","n",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82","amend_pixels_TWI_0.25","Measured Soil",744.2532,14.6397782859434,353.517001463544,391.823567725436,1.96704270615745,47.4995608300433,52.6465412208421,6,"TWI","t","n",0,0,0,0,1.5,-0.148365632635572,0.0709751406706118,0.0675596619557268,-0.000199348330159108,9.07751044345215e-05,9.53642398455416e-05,1.37646156720478,0.218677042412244,1.40141348535818
"83","amend_pixels_TWI_0.25","Clay Loam Soil",744.2532,251.062713115,387.752952367008,137.854465181857,33.7335080473958,52.099601636514,18.522522332703,6,"TWI","t","n",0,0,0,0,1.5,-0.512703497782155,0.0291682885331852,0.58510422959742,-0.000688883162050436,0.000786162867149808,3.91913511869149e-05,0.446784016289072,0.275632558593738,0.294331771226702
"84","amend_pixels_TWI_0.25","Loam Soil",744.2532,105.052990337097,372.673027795641,324.258111983246,14.1152218542154,50.0734196098372,43.5682523075811,6,"TWI","t","n",0,0,0,0,1.5,-0.474946893774813,0.054507669964778,0.425249069930146,-0.000638152303241442,0.000571376878097597,7.32380726945856e-05,0.700145412778857,0.218246761929588,0.569653476663176
"85","amend_pixels_TWI_0.5","Clay Loam Soil",744.2532,250.416408651337,387.784484720999,138.777090318587,33.6466687212547,52.1038384142653,18.6464888990181,12,"TWI","t","n",0,0,0,0,3,-1.15900796144541,0.0607006425242389,1.50772936632711,-0.00155727642346101,0.00202582853030005,8.155912870007e-05,1.00999161145886,0.573604906170776,0.758450601573858
"86","amend_pixels_TWI_0.5","Measured Soil",744.2532,14.6099655548376,353.553186521669,391.839591034122,1.96303698188165,47.5044227585006,52.648694158671,12,"TWI","t","n",0,0,0,0,3,-0.178178363741342,0.107160198795384,0.0835829706416007,-0.000239405572917042,0.000112304482723891,0.000143983524418013,1.65304906156945,0.330164549382649,1.73379053140018
"87","amend_pixels_TWI_0.5","Loam Soil",744.2532,104.811418309446,372.720677948737,324.618789139115,14.0827635419567,50.0798220214218,43.6167139273456,12,"TWI","t","n",0,0,0,0,3,-0.716518921426413,0.102157823060679,0.785926225799244,-0.000962735425828754,0.00105599307574256,0.000137262188541049,1.05626006313837,0.409036271467412,1.05280796263905
"88","amend_pixels_TWI_1","Loam Soil",744.2532,102.469277936551,372.852756468826,326.816752265145,13.7680668267937,50.0975684711636,43.9120385730481,25,"TWI","t","n",0,0,0,0,6.25,-3.05865929432174,0.234236343149973,2.98388935182879,-0.00410970257745851,0.0040092395327676,0.000314726685958453,4.5089383723565,0.937873944194336,3.99714676278238
"89","amend_pixels_TWI_1","Measured Soil",744.2532,13.3952747429516,353.738302999195,392.860912162062,1.79982763163821,47.5292955407104,52.7859218021585,25,"TWI","t","n",0,0,0,0,6.25,-1.39286917562739,0.292276676321478,1.10490409858153,-0.0018714990753515,0.00148458091759838,0.000392711346516855,12.9223382419335,0.900515286622405,22.9194086967812
"90","amend_pixels_TWI_1","Clay Loam Soil",744.2532,249.124596312556,387.839504893635,140.220059240169,33.4730971009,52.1112310828674,18.840370352478,25,"TWI","t","n",0,0,0,0,6.25,-2.45082030022695,0.115720815160898,2.95069828790895,-0.00329299262700779,0.00396464306489908,0.000155485814721251,2.13571263249591,1.0935308847162,1.48432400502966
"91","amend_pixels_TWI_10","Measured Soil",744.2532,9.24442436468593,356.591915338721,395.016136801385,1.24210743933462,47.9127151000118,53.0755039818956,248,"TWI","t","n",0,0,0,0,62,-5.54371955389303,3.1458890158475,3.26012873790484,-0.00744870099838742,0.00438040271496963,0.00422690693953012,51.4318361317447,9.69260080702515,67.6259804304173
"92","amend_pixels_TWI_10","Clay Loam Soil",744.2532,230.947099156451,389.159966767894,163.863794662804,31.0307163148846,52.2886521371886,22.0172106297701,248,"TWI","t","n",0,0,0,0,62,-20.6283174563321,1.43618268941981,26.5944337105448,-0.0277168004871623,0.0357330458378207,0.00192969635793277,17.9760866900542,13.5715439334894,13.3781066395324
"93","amend_pixels_TWI_10","Loam Soil",744.2532,85.6709104853801,374.908698057962,348.080707520477,11.5109898735242,50.3738106947961,46.7691247441699,248,"TWI","t","n",0,0,0,0,62,-19.8570267454922,2.29017793228621,24.2478446071605,-0.0266804721101531,0.0325801012439859,0.00307714892228372,29.2723383803731,9.16979056868589,32.481832316121
"94","amend_pixels_TWI_100","Measured Soil",744.2532,4.00937347046085,385.902629854583,374.567976579408,0.538710948163992,51.8509869832717,50.3280303772167,2480,"TWI","t","n",0,0,0,0,620,-10.7787704481181,32.4566035317102,-17.1880314840728,-0.0144826659100936,-0.0230943333318188,0.04360962577213,100,100,-356.537294759196
"95","amend_pixels_TWI_100","Loam Soil",744.2532,37.6924726107782,397.59376808943,398.48334559291,5.06446900205174,53.4218419335556,53.5413681248411,2480,"TWI","t","n",0,0,0,0,620,-67.8354646200941,24.9752479637538,74.6504826795935,-0.091145680824878,0.100302535050697,0.0335574613098792,100,100,100
"96","amend_pixels_TWI_100","Clay Loam Soil",744.2532,136.821200013764,398.306092889161,336.060074968232,18.3836898536364,53.5175519418876,45.1539979899626,2480,"TWI","t","n",0,0,0,0,620,-114.754216599018,10.5823088106863,198.790714015973,-0.154187065099644,0.267100919439745,0.0142186944049234,100,100,100
"97","amend_pixels_TWI_2.5","Loam Soil",744.2532,99.3824730761418,373.18872079403,331.750315992532,13.3533148498578,50.1427096039399,44.5749263815771,62,"TWI","t","n",0,0,0,0,15.5,-6.14546415473045,0.570200668354005,7.91745307921605,-0.00825722234681752,0.010638117618058,0.000766138013721681,9.05936767610794,2.28306309183207,10.6060306578304
"98","amend_pixels_TWI_2.5","Measured Soil",744.2532,12.5751459347908,354.198142852944,393.430665430238,1.68963276675073,47.5910809456975,52.8624754895562,62,"TWI","t","n",0,0,0,0,15.5,-2.21299798378812,0.752116530070396,1.6746573667574,-0.00297344772422627,0.00225011779157604,0.00101056539638714,20.5310800006367,2.31729894144831,34.7379982254235
"99","amend_pixels_TWI_2.5","Clay Loam Soil",744.2532,245.477644096137,388.009181020245,145.806436973058,32.9830821145461,52.1340292551305,19.5909721279073,62,"TWI","t","n",0,0,0,0,15.5,-6.0977725166457,0.285396941770216,8.53707602079874,-0.00819314249054717,0.0114706608191926,0.000383467537351826,5.313767717968,2.69692509334083,4.29450443047998
"100","amend_pixels_TWI_25","Loam Soil",744.2532,72.2550229277813,378.656941811373,365.161001745548,9.70839264483932,50.877435503317,49.0640821894414,620,"TWI","t","n",0,0,0,0,155,-33.272914303091,6.03842168569662,41.328138832232,-0.0447064443970023,0.055529675696701,0.00811339700749237,49.0494382096927,24.1776245603651,55.3621856801864
"101","amend_pixels_TWI_25","Clay Loam Soil",744.2532,210.261500587141,390.998502183187,193.77399525271,28.2513398111208,52.5356830421672,26.0360311857188,620,"TWI","t","n",0,0,0,0,155,-41.3139160256419,3.27471810471258,56.5046343004501,-0.0555105655247998,0.0759212513973069,0.00440000540771955,36.0020897271285,30.9452139726416,28.4241819745715
"102","amend_pixels_TWI_25","Measured Soil",744.2532,7.06503272811318,361.697412097485,393.150259020912,0.949278112356545,48.598704325018,52.8247992781102,620,"TWI","t","n",0,0,0,0,155,-7.72311119046578,8.25138577461138,1.39425095743189,-0.0103769942681681,0.00187335567711619,0.0110867991895922,71.6511333796349,25.422825794294,28.9214308828108
"103","amend_pixels_TWI_5","Measured Soil",744.2532,11.6093679536003,355.00922088347,393.761676707762,1.55986806017096,47.7000597220771,52.9069511166042,124,"TWI","t","n",0,0,0,0,31,-3.17877596497869,1.56319456059634,2.00566864428191,-0.00427109479002401,0.00269487406205564,0.00210035316018304,29.4910813833473,4.81626045396,41.604279889658
"104","amend_pixels_TWI_5","Clay Loam Soil",744.2532,240.172718602492,388.396747361912,152.164989041353,32.2702970712779,52.1861037832168,20.4453254673749,124,"TWI","t","n",0,0,0,0,31,-11.4026980102906,0.672963283437355,14.895628089093,-0.0153209929232291,0.0200141942138684,0.000904212818214762,9.93662659920779,6.35932380614123,7.49312067358246
"105","amend_pixels_TWI_5","Loam Soil",744.2532,94.7471366970049,373.763867281561,337.077969815676,12.7304977253715,50.2199879397981,45.2907652685505,124,"TWI","t","n",0,0,0,0,31,-10.7808005338673,1.14534715588553,13.24510690236,-0.01448539359168,0.017796506487792,0.00153892137230385,15.8925727040334,4.58592906684152,17.7428282134613
"106","amend_pixels_TWI_50","Loam Soil",744.2532,58.0901029331174,385.197248391247,378.427767813021,7.80515326411998,51.7562099015828,50.8466430259247,1240,"TWI","t","n",0,0,0,0,310,-47.4378342977549,12.5787282655713,54.5949048997054,-0.0637388382041957,0.0733552840615336,0.0169011409901514,69.9307280689029,50.3647782950009,73.1340279928686
"107","amend_pixels_TWI_50","Measured Soil",744.2532,5.54865625549373,370.043771500756,387.671811742054,0.745533409260952,49.7201451738139,52.088699348831,1240,"TWI","t","n",0,0,0,0,310,-9.23948766308523,16.5977451778824,-4.08419632142665,-0.012414441299124,-0.00548764361567629,0.0223012076775517,85.719310078622,51.1382688631186,-84.7198999522586
"108","amend_pixels_TWI_50","Clay Loam Soil",744.2532,183.141781967726,393.952583788687,239.345424496951,24.607456436563,52.9326019409372,32.1591394564311,1240,"TWI","t","n",0,0,0,0,310,-68.4336346450563,6.22879971021297,102.076063544691,-0.0919493992703777,0.13715233410443,0.00836919439541942,59.6349630307543,58.8604984190497,51.3485069209469
